Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Soft self-consistency improves language model agents,"- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses soft scoring of multiple LLM samples to boost success; lacks multi‑agent council or debate, but offers aggregation and clear gains over single‑shot.",https://scispace.com/paper/soft-self-consistency-improves-language-model-agents-1i314n7n4l,2024,Journal Article,arXiv.org,"Han Wang
Archiki Prasad
Elias Stengel-Eskin
Mohit Bansal",10.48550/arxiv.2402.13212,https://arxiv.org/pdf/2402.13212,"Generations from large language models (LLMs) can be improved by sampling and scoring multiple solutions to select a final answer. Current""sample and select""methods such as self-consistency (SC) rely on majority voting to score answers. However, when tasks have many distinct and valid answers, selection by voting requires a large number of samples. This makes SC prohibitively expensive for interactive tasks that involve generating multiple actions (answers) sequentially. After establishing that majority voting fails to provide consistent gains on such tasks, we demonstrate how to increase success rates by softening the scoring criterion. We introduce Soft Self-Consistency (Soft-SC), which replaces SC's discontinuous scoring with a continuous score computed from model likelihoods, allowing for selection even when actions are sparsely distributed. Soft-SC improves both performance and efficiency on long-horizon interactive tasks, requiring half as many samples as SC for comparable or better performance. For a fixed number of samples, Soft-SC leads to a 1.3% increase over SC in absolute success rate on writing bash programs, a 6.6% increase on online shopping (WebShop), and a 4.7% increase for an interactive household game (ALFWorld). Finally, we show that Soft-SC can be applied to both open-source and black-box models."
Large Language Model Applied in Multi-agent SystemA Survey,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey reviews LLM‑powered MAS broadly but provides no concrete council structure, debate process, voting/aggregation method, or comparative performance data, making it irrelevant to all criteria.",https://scispace.com/paper/large-language-model-applied-in-multi-agent-systema-survey-40i6jj60c2ky,2024,Journal Article,Applied and Computational Engineering,Kaiwen Dong,10.54254/2755-2721/109/20241330,https://scispace.compdf/large-language-model-applied-in-multi-agent-systema-survey-40i6jj60c2ky.pdf,"Abstract. The application of large language models (LLMs) in single-agent systems within complex environments has proven successful, prompting a growing interest in their use within multi-agent systems (MAS). Despite the impressive capabilities of LLMs, it remains unclear how they can be optimally integrated and utilized to empower agents in MAS. Understanding how to effectively leverage the advantages of LLMs to enhance agent performance is crucial. This survey provides a comprehensive overview of the application of LLMs in MAS, focusing on their impact on agent cooperation, reasoning, and adaptive abilities. Finally, we discuss future directions and open questions in this evolving field. "
"Language Understanding as a Constraint on Consensus Size in LLM
  Societies","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on how group size limits consensus emergence in LLM societies; does not implement a council, debate, voting, or compare to single‑shot baselines.",https://scispace.com/paper/language-understanding-as-a-constraint-on-consensus-size-in-61jn2vuqzbyi,2024,Journal Article,"","Giordano De Marzo
Claudio Castellano
David García",10.48550/arxiv.2409.02822,"","The applications of Large Language Models (LLMs) are going towards collaborative tasks where several agents interact with each other like in an LLM society. In such a setting, large groups of LLMs could reach consensus about arbitrary norms for which there is no information supporting one option over another, regulating their own behavior in a self-organized way. In human societies, the ability to reach consensus without institutions has a limit in the cognitive capacities of humans. To understand if a similar phenomenon characterizes also LLMs, we apply methods from complexity science and principles from behavioral sciences in a new approach of AI anthropology. We find that LLMs are able to reach consensus in groups and that the opinion dynamics of LLMs can be understood with a function parametrized by a majority force coefficient that determines whether consensus is possible. This majority force is stronger for models with higher language understanding capabilities and decreases for larger groups, leading to a critical group size beyond which, for a given LLM, consensus is unfeasible. This critical group size grows exponentially with the language understanding capabilities of models and for the most advanced models, it can reach an order of magnitude beyond the typical size of informal human groups. "
"Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM
  Agents","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a generic multi‑agent setup for Auto‑GPT/BabyAGI, but lacks council structure, debate, voting, or comparative performance data.",https://scispace.com/paper/multi-agent-collaboration-harnessing-the-power-of-3gt3h1y5,2023,Posted Content,"","",10.48550/arxiv.2306.03314,https://scispace.com/pdf/multi-agent-collaboration-harnessing-the-power-of-3gt3h1y5.pdf,"In this paper, we present a novel framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems. Our framework introduces a collaborative environment where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks more efficiently and effectively. We demonstrate the practicality and versatility of our framework through case studies in artificial general intelligence (AGI), specifically focusing on the Auto-GPT and BabyAGI models. We also examine the ""Gorilla"" model, which integrates external APIs into the LLM. Our framework addresses limitations and challenges such as looping issues, security risks, scalability, system evaluation, and ethical considerations. By modeling various domains such as courtroom simulations and software development scenarios, we showcase the potential applications and benefits of our proposed multi-agent system. Our framework provides an avenue for advancing the capabilities and performance of LLMs through collaboration and knowledge exchange among intelligent agents. "
Artificial Collective Intelligence Engineering: A Survey of Concepts and Perspectives,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on collective learning in multi‑agent reinforcement settings, not on LLM council architectures, debate, voting, or single‑shot performance comparisons.",https://scispace.com/paper/artificial-collective-intelligence-engineering-a-survey-of-4yu9khkxcs,2023,Journal Article,Artificial Life,Roberto Casadei,10.1162/artl_a_00408,https://scispace.compdf/artificial-collective-intelligence-engineering-a-survey-of-4yu9khkxcs.pdf,"Abstract Collectiveness is an important property of many systems—both natural and artificial. By exploiting a large number of individuals, it is often possible to produce effects that go far beyond the capabilities of the smartest individuals or even to produce intelligent collective behavior out of not-so-intelligent individuals. Indeed, collective intelligence, namely, the capability of a group to act collectively in a seemingly intelligent way, is increasingly often a design goal of engineered computational systems—motivated by recent technoscientific trends like the Internet of Things, swarm robotics, and crowd computing, to name only a few. For several years, the collective intelligence observed in natural and artificial systems has served as a source of inspiration for engineering ideas, models, and mechanisms. Today, artificial and computational collective intelligence are recognized research topics, spanning various techniques, kinds of target systems, and application domains. However, there is still a lot of fragmentation in the research panorama of the topic within computer science, and the verticality of most communities and contributions makes it difficult to extract the core underlying ideas and frames of reference. The challenge is to identify, place in a common structure, and ultimately connect the different areas and methods addressing intelligent collectives. To address this gap, this article considers a set of broad scoping questions providing a map of collective intelligence research, mostly by the point of view of computer scientists and engineers. Accordingly, it covers preliminary notions, fundamental concepts, and the main research perspectives, identifying opportunities and challenges for researchers on artificial and computational collective intelligence engineering. "
Artificial Collective Intelligence Engineering: a Survey of Concepts and Perspectives,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey covers collective decision‑making, learning, and blockchain consensus in AI, but lacks LLM council implementation, debate protocols, voting methods, or empirical single‑shot comparisons.",https://scispace.com/paper/artificial-collective-intelligence-engineering-a-survey-of-o6qm89wi,2023,Journal Article,arXiv.org,Roberto Casadei,10.48550/arXiv.2304.05147,https://scispace.compdf/artificial-collective-intelligence-engineering-a-survey-of-o6qm89wi.pdf,"Collectiveness is an important property of many systems--both natural and artificial. By exploiting a large number of individuals, it is often possible to produce effects that go far beyond the capabilities of the smartest individuals, or even to produce intelligent collective behaviour out of not-so-intelligent individuals. Indeed, collective intelligence, namely the capability of a group to act collectively in a seemingly intelligent way, is increasingly often a design goal of engineered computational systems--motivated by recent techno-scientific trends like the Internet of Things, swarm robotics, and crowd computing, just to name a few. For several years, the collective intelligence observed in natural and artificial systems has served as a source of inspiration for engineering ideas, models, and mechanisms. Today, artificial and computational collective intelligence are recognised research topics, spanning various techniques, kinds of target systems, and application domains. However, there is still a lot of fragmentation in the research panorama of the topic within computer science, and the verticality of most communities and contributions makes it difficult to extract the core underlying ideas and frames of reference. The challenge is to identify, place in a common structure, and ultimately connect the different areas and methods addressing intelligent collectives. To address this gap, this paper considers a set of broad scoping questions providing a map of collective intelligence research, mostly by the point of view of computer scientists and engineers. Accordingly, it covers preliminary notions, fundamental concepts, and the main research perspectives, identifying opportunities and challenges for researchers on artificial and computational collective intelligence engineering."
A comparison of learning and dialogue operators for computational models.,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on integrating dialogue and learning operators in classic multi‑agent AI, without LLM councils, debate protocols, voting mechanisms, or single‑shot performance comparisons.",https://scispace.com/paper/a-comparison-of-learning-and-dialogue-operators-for-440nkxoojd,1999,"","","E. Mephu Nguifo
Pierre Dillenbourg
Michael J. Baker","",https://scispace.com/pdf/a-comparison-of-learning-and-dialogue-operators-for-440nkxoojd.pdf,"This paper compares dialogue operators and machine learning operators from the point of view of understanding the mechanisms by which learning takes place as a result of collaboration between agents. Machine Learning operators are operators that make knowledge changes in the knowledge space. Dialogue operators are operators used in collaborative learning dialogues as transformation functions that allow knowledge to be co-constructed in dialogue. We describe the degree of overlap between both sets of operators, by applying learning operators to an example of dialogue. We review several differences between these two set of operators: the number of agents, the coverage of strategical aspects and the distance between what one says or hears and what one knows. We discuss the interest of fusing dialogue and learning operators in the case of person-machine cooperative learning and multi-agent learning systems."
What is 'multi' in multi-agent learning?,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on theoretical multi‑agent learning concepts and human‑agent dialogue, without LLM councils, debate protocols, voting mechanisms, or empirical comparisons to single‑shot generation.",https://scispace.com/paper/what-is-multi-in-multi-agent-learning-3b511cyn9d,1999,"","","G. Weiss
Pierre Dillenbourg","",https://scispace.com/pdf/what-is-multi-in-multi-agent-learning-3b511cyn9d.pdf,"The importance of learning in multi-agent environments as a research and application area is widely acknowledged in artificial intelligence. Although there is a rapidly growing body of literature on multi-agent learning, almost nothing is known about the intrinsic nature of and requirements for this kind of learning. This observation is the starting point of this chapter which aims to provide a more general characterization of multi-agent learning. This is done in an interdisciplinary way from two different perspectives: the perspective of single-agent learning (the ‘machine learning perspective’) and the perspective of human-human collaborative learning (the ‘psychological perspective’). The former leads to a ‘positive’ characterization: three types of learning mechanisms - multiplication, division, and interaction - are identified and illustrated. These can occur in multi-agent but not in singleagent settings. The latter leads to a ‘negative’ characterization: several cognitive processes like mutual regulation and explanation are identified and discussed. These are essential to human-human collaborative learning, but have been largely ignored so far in the available multi-agent learning approaches. Misunderstanding among humans is identified as a major source of these processes, and its important role in the context of multi-agent systems is stressed. This chapter also offers a brief guide to agents and multi-agent systems as studied in artificial intelligence, and suggests directions for future research on multi-agent learning."
Consensus in multi-agent systems,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic consensus algorithms for physical agents; no LLM council, debate, voting, or generation performance comparisons.",https://scispace.com/paper/consensus-in-multi-agent-systems-55n100ggxx,2016,"","","Anton V. Proskurnikov
Ming Cao",10.1002/047134608x,"","Many cooperative behaviors of multi-agent teams emerge from local interactions among the agents, where an agent interacts with a few “adjacent” teammates, but has no information about the remaining agents. For instance, the selforganization of many biological populations – including swarms of insects, flocks of birds, and schools of fish – are based on such local interaction rules: the motion and decisions of an individual agent are determined by the behavior of its nearest neighbors in the population. A special case of multi-agent coordination is consensus, that is, the agreement of agents on some quantity of interest or, more generally, the full or partial synchronization of their state trajectories. Establishing consensus is a “benchmark” problem in multi-agent systems study, which allows to reveal the main principles of multi-agent coordination and, in particular, the role of the system’s interaction graph (or topology). Consensus lies in the heart of many natural phenomena (e.g., synchronous oscillation of neural cells, which maintains a stable heart rhythm) and engineering designs (e.g., attitude synchronization of satellites). In this article, we give a brief review of distributed consensus algorithms, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods."
DiPT: Enhancing LLM reasoning through diversified perspective-taking,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on single-model perspective diversification and data augmentation, without multi‑agent council, debate, voting, or comparative single‑shot benchmarks.",https://scispace.com/paper/dipt-enhancing-llm-reasoning-through-diversified-perspective-4pwoxwz8vld2,2024,Journal Article,"","H. Just
Mahavir Dabas
Lifu Huang
Ming Jin
Ruoxi Jia",10.48550/arxiv.2409.06241,https://scispace.compdf/dipt-enhancing-llm-reasoning-through-diversified-perspective-4pwoxwz8vld2.pdf,"Existing work on improving language model reasoning typically explores a single solution path, which can be prone to errors. Inspired by perspective-taking in social studies, this paper introduces DiPT, a novel approach that complements current reasoning methods by explicitly incorporating diversified viewpoints. This approach allows the model to gain a deeper understanding of the problem's context and identify the most effective solution path during the inference stage. Additionally, it provides a general data-centric AI recipe for augmenting existing data to improve their quality for fine-tuning. Our empirical results demonstrate that DiPT can be flexibly integrated into existing methods that focus on a single reasoning approach, enhancing their reasoning performance and stability when presented with paraphrased problems. Furthermore, we illustrate improved context understanding by maintaining the model's safe outputs against ""jailbreaking"" prompts intentionally designed to bypass safeguards built into deployed models. Lastly, we show that fine-tuning with data enriched with diverse perspectives can boost the reasoning capabilities of the model compared to fine-tuning with raw data alone. "
ACR: Adaptive Confidence Re-Scoring for Reliable Answer Selection Among Multiple Candidates,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on re‑scoring LLM outputs, not on multi‑agent councils, debates, or voting; improvements are measured against verification baselines, not single‑shot generation.",https://scispace.com/paper/acr-adaptive-confidence-re-scoring-for-reliable-answer-8dxgjz6s08ei,2025,Journal Article,Applied Sciences,"Eunhye Jeong
Yong Suk Choi",10.3390/app15179587,"","With the improved reasoning capabilities of large language models (LLMs), their applications have rapidly expanded across a wide range of tasks. In recent question answering tasks, performance gains have been achieved through Self-Consistency, where LLMs generate multiple reasoning paths and determine the final answer via majority voting. However, this approach can fail when the correct answer is generated but does not appear frequently enough to be selected, highlighting its vulnerability to inconsistent generations. To address this, we propose Adaptive Confidence Re-scoring (ACR)—a method that adaptively evaluates and re-scores candidate answers to select the most trustworthy one when LLMs fail to generate consistent reasoning. Experiments on arithmetic and logical reasoning benchmarks show that ACR maintains or improves answer accuracy while significantly reducing inference cost. Compared to existing verification methods such as FOBAR, ACR reduces the number of inference calls by up to 95%, while improving inference efficiency—measured as accuracy gain per inference call—by a factor of 2× to 17×, depending on the dataset and model. "
Querying databases with natural language: the use of large language models for text-to-sql tasks,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Chain‑of‑Thought prompting, self‑consistency sampling, and retrieval‑augmented generation for text‑to‑SQL; no multi‑agent council, debate, voting, or comparative single‑shot analysis.",https://scispace.com/paper/querying-databases-with-natural-language-the-use-of-large-15et72yth6,2024,Dissertation,"",Eduardo Mendes Nascimento,10.17771/pucrio.acad.66799,https://scispace.compdf/querying-databases-with-natural-language-the-use-of-large-15et72yth6.pdf,"The Text-to-SQL task involves generating an SQL query based on a given relational database and a Natural Language (NL) question.While the leaderboards of well-known benchmarks indicate that Large Language Models (LLMs) excel in this task, they are evaluated on databases with simpler schemas.This dissertation first investigates the performance of LLM-based Text-to-SQL models on a complex and openly available database (Mondial) with a large schema and a set of 100 NL questions.Running under GPT-3.5 and GPT-4, the results of this first experiment show that the performance of LLM-based tools is significantly less than that reported in the benchmarks and that these tools struggle with schema linking and joins, suggesting that the relational schema may not be suitable for LLMs.This dissertation then proposes using LLM-friendly views and data descriptions for better accuracy in the Text-to-SQL task.In a second experiment, using the strategy with better performance, cost and benefit from the previous experiment and another set with 100 questions over a real-world database, the results show that the proposed approach is sufficient to considerably improve the accuracy of the prompt strategy.This work concludes with a discussion of the results obtained and suggests further approaches to simplify the Text-to-SQL task. "
Argumentation-based dialogues for deliberation,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on argumentation dialogues for planning in traditional multi‑agent systems, not on LLM councils, debate mechanisms, voting, or empirical gains over single‑shot generation.",https://scispace.com/paper/argumentation-based-dialogues-for-deliberation-21jw108ddi,2005,Proceedings Article,Adaptive Agents and Multi-Agents Systems,"Yuqing Tang
Simon Parsons",10.1145/1082473.1082557,https://scispace.com/pdf/argumentation-based-dialogues-for-deliberation-21jw108ddi.pdf,"This paper presents an argumentation-based approach to deliberation, the process by which two or more agents reach a consensus on a course of action. The kind of deliberation we are interested in combines both the selection of an overall goal, the reduction of this goal into sub-goals, and the formation of a plan to achieve the overall goal. We develop a mechanism for doing this and then proceed to describe how it can be integrated into a system of argumentation to provide a sound and complete deliberation system, before showing how the same process can be achieved through a multi-agent dialogue."
The Text Classification Pipeline: Starting Shallow going Deeper,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on prompt engineering, chain‑of‑thought, RAG, and self‑consistency for single‑model text classification; no multi‑agent council, debate, voting, or comparative performance analysis.",https://scispace.com/paper/the-text-classification-pipeline-starting-shallow-going-2uwxx38xn614,2024,Journal Article,"","Marco Siino
Ilenia Tinnirello
Marco La Cascia",10.48550/arxiv.2501.00174,https://scispace.compdf/the-text-classification-pipeline-starting-shallow-going-2uwxx38xn614.pdf,"Text Classification (TC) stands as a cornerstone within the realm of Natural Language Processing (NLP), particularly when viewed through the lens of computer science and engineering. The past decade has seen deep learning revolutionize TC, propelling advancements in text retrieval, categorization, information extraction, and summarization. The scholarly literature is rich with datasets, models, and evaluation criteria, with English being the predominant language of focus, despite studies involving Arabic, Chinese, Hindi, and others. The efficacy of TC models relies heavily on their ability to capture intricate textual relationships and nonlinear correlations, necessitating a comprehensive examination of the entire TC pipeline. This monograph provides an in-depth exploration of the TC pipeline, with a particular emphasis on evaluating the impact of each component on the overall performance of TC models. The pipeline includes state-of-the-art datasets, text preprocessing techniques, text representation methods, classification models, evaluation metrics, current results and future trends. Each chapter meticulously examines these stages, presenting technical innovations and significant recent findings. The work critically assesses various classification strategies, offering comparative analyses, examples, case studies, and experimental evaluations. These contributions extend beyond a typical survey, providing a detailed and insightful exploration of TC. "
Balancing Autonomy and Alignment: A Multi-Dimensional Taxonomy for Autonomous LLM-powered Multi-Agent Architectures,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a taxonomy and future research directions but lacks concrete council structures, debate protocols, aggregation methods, or empirical performance comparisons.",https://scispace.com/paper/balancing-autonomy-and-alignment-a-multi-dimensional-2clsmaw5qp,2023,Journal Article,arXiv.org,Thorsten Händler,10.48550/arxiv.2310.03659,https://scispace.compdf/balancing-autonomy-and-alignment-a-multi-dimensional-2clsmaw5qp.pdf,"Large language models (LLMs) have revolutionized the field of artificial intelligence, endowing it with sophisticated language understanding and generation capabilities. However, when faced with more complex and interconnected tasks that demand a profound and iterative thought process, LLMs reveal their inherent limitations. Autonomous LLM-powered multi-agent systems represent a strategic response to these challenges. Such systems strive for autonomously tackling user-prompted goals by decomposing them into manageable tasks and orchestrating their execution and result synthesis through a collective of specialized intelligent agents. Equipped with LLM-powered reasoning capabilities, these agents harness the cognitive synergy of collaborating with their peers, enhanced by leveraging contextual resources such as tools and datasets. While these architectures hold promising potential in amplifying AI capabilities, striking the right balance between different levels of autonomy and alignment remains the crucial challenge for their effective operation. This paper proposes a comprehensive multi-dimensional taxonomy, engineered to analyze how autonomous LLM-powered multi-agent systems balance the dynamic interplay between autonomy and alignment across various aspects inherent to architectural viewpoints such as goal-driven task management, agent composition, multi-agent collaboration, and context interaction. It also includes a domain-ontology model specifying fundamental architectural concepts. Our taxonomy aims to empower researchers, engineers, and AI practitioners to systematically analyze the architectural dynamics and balancing strategies employed by these increasingly prevalent AI systems. The exploratory taxonomic classification of selected representative LLM-powered multi-agent systems illustrates its practical utility and reveals potential for future research and development."
AEGIS: Agent oriented organisations,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic multi‑agent organizations and planning from the 1990s; no LLM agents, council structures, debate protocols, voting mechanisms, or comparative performance data.",https://scispace.com/paper/aegis-agent-oriented-organisations-1x4z8bcjv6,1995,Journal Article,"Accounting, Management and Information Technologies","Rainer Unland
St. Kirn
U. Wanka
Gregory M. P. O'Hare
S. Abbas",10.1016/0959-8022(95)00009-X,https://scispace.com/pdf/aegis-agent-oriented-organisations-1x4z8bcjv6.pdf,""
"Self-Polish: Enhance Reasoning in Large Language Models via Problem
  Refinement","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on single‑model problem refinement, not multi‑agent council, debate, voting, or comparative single‑shot performance.",https://scispace.com/paper/self-polish-enhance-reasoning-in-large-language-models-via-c880osvl,2023,Posted Content,"","",10.48550/arxiv.2305.14497,https://scispace.com/pdf/self-polish-enhance-reasoning-in-large-language-models-via-c880osvl.pdf,"Prompting methods such as Chain-of-Thought (CoT) have shed new light on enhancing the reasoning capabilities of large language models, and researchers have extensively explored the generation process of rationales and answers. However, they have overlooked the potential challenges posed by the poor quality of reasoning problems, which may influence the reasoning performance significantly. In this work, we propose Self-Polish (SP), a novel method that facilitates the model's problem-solving process by prompting them to progressively refine the given problems to be more comprehensible and solvable. Specifically, the method teaches models to eliminate irrelevant information, rearrange the logic structure and organize local conditions into new ones parallelly. SP is orthogonal to all other prompting methods, making it convenient to integrate with state-of-the-art techniques for further improvement. We conduct thorough experiments on five benchmarks to illustrate the effectiveness of the proposed method. For example, with Text-davinci-003, our method boosts the performance of standard few-shot prompting by $8.0\%$ on GSM8K and $17.8\%$ on MultiArith; it also improves the performance of CoT by $6.0\%$ on GSM8K and $6.0\%$ on MathQA, respectively. Furthermore, our method also showcases impressive performance on robustness evaluation. "
"On Ambiguity and the Expressive Function of Law: The Role of Pragmatics
  in Smart Legal Ecosystems","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on legal pragmatics, ambiguity, and AI's legal meaning; no multi‑agent LLM council, debate, voting, or performance comparison presented.",https://scispace.com/paper/on-ambiguity-and-the-expressive-function-of-law-the-role-of-1206uqkww0,2024,Journal Article,"",Pompeu Casanovas,10.48550/arxiv.2406.05084,https://scispace.compdf/on-ambiguity-and-the-expressive-function-of-law-the-role-of-1206uqkww0.pdf,"This is a long paper, an essay, on ambiguity, pragmatics, legal ecosystems, and the expressive function of law. It is divided into two parts and fifteen sections. The first part (Pragmatics) addresses ambiguity from the perspective of linguistic and cognitive pragmatics in the legal field. The second part (Computing) deals with this issue from the point of view of human-centered design and artificial intelligence, specifically focusing on the notion and modelling of rules and what it means to comply with the rules. This is necessary for the scaffolding of smart legal ecosystems (SLE). I will develop this subject with the example of the architecture, information flows, and smart ecosystem of OPTIMAI, an EU project of Industry 4.0 for zero-defect manufacturing (Optimizing Manufacturing Processes through Artificial Intelligence and Virtualization). "
Understanding the Reasoning Ability of Language Models From the Perspective of Reasoning Paths Aggregation,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on single-model reasoning via random-walk path aggregation; no multi-agent council, debate, voting, or comparative single-shot performance analysis.",https://scispace.com/paper/understanding-the-reasoning-ability-of-language-models-from-2f3nrso9yf,2024,Journal Article,arXiv.org,"Xinyi Wang
Alfonso Amayuelas
Kexun Zhang
Liangming Pan
Wenhu Chen
William Yang Wang",10.48550/arxiv.2402.03268,"","Pre-trained language models (LMs) are able to perform complex reasoning without explicit fine-tuning. To understand how pre-training with a next-token prediction objective contributes to the emergence of such reasoning capability, we propose that we can view an LM as deriving new conclusions by aggregating indirect reasoning paths seen at pre-training time. We found this perspective effective in two important cases of reasoning: logic reasoning with knowledge graphs (KGs) and math reasoning with math word problems (MWPs). More specifically, we formalize the reasoning paths as random walk paths on the knowledge/reasoning graphs. Analyses of learned LM distributions suggest that a weighted sum of relevant random walk path probabilities is a reasonable way to explain how LMs reason. Experiments and analysis on multiple KG and MWP datasets reveal the effect of training on random walk paths and suggest that augmenting unlabeled random walk reasoning paths can improve real-world multi-step reasoning performance."
A Stitch in Time Saves Nine: Proactive Self-Refinement for Language Models,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a single LLM proactively refining its own output during generation; no multi‑agent council, debate, voting, or comparative single‑shot baseline.",https://scispace.com/paper/a-stitch-in-time-saves-nine-proactive-self-refinement-for-v4arwymenwbi,2025,Journal Article,"","Jiang Han
X. Wang
Haiquan Zhao
T. Li
Zhouqiang Jiang
Sihang Jiang
Jiaqing Liang
Xin Lin
Weikang Zhou
Z. J. Sun
Fei Yu
Yanghua Xiao",10.48550/arxiv.2508.12903,https://scispace.compdf/a-stitch-in-time-saves-nine-proactive-self-refinement-for-v4arwymenwbi.pdf,"Recent advances in self-refinement have demonstrated significant potential for improving the outputs of large language models (LLMs) through iterative refinement. However, most existing self-refinement methods rely on a reactive process with a fixed number of iterations, making it difficult to determine the optimal timing and content of refinement based on the evolving generation context. Inspired by the way humans dynamically refine their thoughts during execution, we propose ProActive Self-Refinement (PASR), a novel method that enables LLMs to refine their outputs during the generation process. Unlike methods that regenerate entire responses, PASR proactively decides whether, when, and how to refine based on the model's internal state and evolving context. We conduct extensive experiments on a diverse set of 10 tasks to evaluate the effectiveness of PASR. Experimental results show that PASR significantly enhances problem-solving performance. In particular, on Qwen3-8B, PASR reduces average token consumption by 41.6 percent compared to standard generation, while also achieving an 8.2 percent improvement in accuracy. Our code and all baselines used in the paper are available in the GitHub. "
How Far Are We From AGI,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper surveys reasoning, planning, and tool‑use techniques for LLMs but lacks a council‑style multi‑agent setup, explicit debate, voting mechanisms, or comparative single‑shot performance data.",https://scispace.com/paper/how-far-are-we-from-agi-1gkowd1ahy,2024,Preprint,"","Tao Feng
Chuanwei Jin
Jingyu Liu
Kun Zhu
Haoqin Tu
Zirui Cheng
Guoqing Lin
J. W. You",10.48550/arxiv.2405.10313,https://scispace.compdf/how-far-are-we-from-agi-1gkowd1ahy.pdf,"The evolution of artificial intelligence (AI) has profoundly impacted human society, driving significant advancements in multiple sectors. Yet, the escalating demands on AI have highlighted the limitations of AI's current offerings, catalyzing a movement towards Artificial General Intelligence (AGI). AGI, distinguished by its ability to execute diverse real-world tasks with efficiency and effectiveness comparable to human intelligence, reflects a paramount milestone in AI evolution. While existing works have summarized specific recent advancements of AI, they lack a comprehensive discussion of AGI's definitions, goals, and developmental trajectories. Different from existing survey papers, this paper delves into the pivotal questions of our proximity to AGI and the strategies necessary for its realization through extensive surveys, discussions, and original perspectives. We start by articulating the requisite capability frameworks for AGI, integrating the internal, interface, and system dimensions. As the realization of AGI requires more advanced capabilities and adherence to stringent constraints, we further discuss necessary AGI alignment technologies to harmonize these factors. Notably, we emphasize the importance of approaching AGI responsibly by first defining the key levels of AGI progression, followed by the evaluation framework that situates the status-quo, and finally giving our roadmap of how to reach the pinnacle of AGI. Moreover, to give tangible insights into the ubiquitous impact of the integration of AI, we outline existing challenges and potential pathways toward AGI in multiple domains. In sum, serving as a pioneering exploration into the current state and future trajectory of AGI, this paper aims to foster a collective comprehension and catalyze broader public discussions among researchers and practitioners on AGI. "
