Paper Title,Abstract,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Relevance
ChatUniTest: a ChatGPT-based automated unit test generation tool,"Unit testing is a crucial, yet often tedious and time-consuming task. To relieve developers from this burden, automated unit test generation techniques are developed. Existing automated unit test generation tools, such as program-analysis-based tools like EvoSuite and Randoop, lack program comprehension, resulting in unit tests with poor readability and limited assertions. Language-model-based tools, such as AthenaTest and A3Test, have limitations in the generation of correct unit tests. In this paper, we introduce ChatUniTest, a ChatGPT-based automated unit test generation tool developed under the Generation-Validation-Repair framework. ChatUniTest generates tests by parsing the project, extracting essential information, and creating an adaptive focal context that includes the focal method and its dependencies within the pre-defined maximum prompt token limit. The context is incorporated into a prompt and subsequently submitted to ChatGPT. Once ChatGPT's response is received, ChatUniTest proceeds to extract the raw test from the response. It then validates the test and employs rule-based repair to fix syntactic and simple compile errors, followed by ChatGPT-based repair to address challenging errors. Our rigorous evaluation demonstrates that ChatUniTest outperforms EvoSuite in branch and line coverage, surpasses AthenaTest and A3Test in focal method coverage, and effectively generates assertions while utilizing mock objects and reflection to achieve test objectives. ",https://scispace.com/paper/chatunitest-a-chatgpt-based-automated-unit-test-generation-3924b2lw,2023,Posted Content,"","",10.48550/arxiv.2305.04764,https://scispace.com/pdf/chatunitest-a-chatgpt-based-automated-unit-test-generation-3924b2lw.pdf,"- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT to generate unit tests, designs prompting techniques, reports coverage and fault‑detection results, but focuses on a single model without extensive multi‑model comparison."
No more manual tests? evaluating and improving chatgpt for unit test generation,"Unit testing is essential in detecting bugs in functionally-discrete program units. Manually writing high-quality unit tests is time-consuming and laborious. Although traditional techniques can generate tests with reasonable coverage, they exhibit low readability and cannot be directly adopted by developers. Recent work has shown the large potential of large language models (LLMs) in unit test generation, which can generate more human-like and meaningful test code. ChatGPT, the latest LLM incorporating instruction tuning and reinforcement learning, has performed well in various domains. However, It remains unclear how effective ChatGPT is in unit test generation. In this work, we perform the first empirical study to evaluate ChatGPT's capability of unit test generation. Specifically, we conduct a quantitative analysis and a user study to systematically investigate the quality of its generated tests regarding the correctness, sufficiency, readability, and usability. The tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures. Still, the passing tests generated by ChatGPT resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we propose ChatTESTER, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTESTER incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTESTER by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT.",https://scispace.com/paper/no-more-manual-tests-evaluating-and-improving-chatgpt-for-2fp9qhoa,2023,Journal Article,arXiv.org,"Zhiqiang Yuan
Yiling Lou
Mingwei Liu
Kaixin Wang
Yixuan Chen",10.48550/arXiv.2305.04207,https://arxiv.org/pdf/2305.04207,"- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT as the core generator (ChatTESTER); evaluates coverage, readability, and correctness; mentions iterative prompting but lacks detailed prompting methodology; focuses on a single LLM without multi‑model comparison."
AgentTester: An LLM-Based Tool for Unit Test Generation with Automatically Generated Prompts,"",https://scispace.com/paper/agenttester-an-llm-based-tool-for-unit-test-generation-with-i4cnhsumnlmd,2025,Journal Article,Communications in computer and information science,"Honghui Chen
K. Chen
Fanlong Zhang
Tao Wang
Lianglun Cheng",10.1007/978-981-95-0011-6_10,"","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses an LLM as the core engine for unit test generation, designs automatically generated prompts to steer test creation, evaluates coverage and fault detection, but focuses on a single model without extensive multi‑model comparison."
An initial investigation of ChatGPT unit test generation capability,"Context: Software testing ensures software quality, but developers often disregard it. The use of automated testing generation is pursued to reduce the consequences of overlooked test cases in a software project. Problem: In the context of Java programs, several tools can completely automate generating unit test sets. Additionally, studies are conducted to offer evidence regarding the quality of the generated test sets. However, it is worth noting that these tools rely on machine learning and other AI algorithms rather than incorporating the latest advancements in Large Language Models (LLMs). Solution: This work aims to evaluate the quality of Java unit tests generated by an OpenAI LLM algorithm, using metrics like code coverage and mutation test score. Method: For this study, 33 programs used by other researchers in the field of automated test generation were selected. This approach was employed to establish a baseline for comparison purposes. For each program, 33 unit test sets were generated automatically, without human interference, by changing Open AI API parameters. After executing each test set, metrics such as code line coverage, mutation score, and success rate of test execution were collected to evaluate the efficiency and effectiveness of each set. Summary of Results: Our findings revealed that the OpenAI LLM test set demonstrated similar performance across all evaluated aspects compared to traditional automated Java test generation tools used in the previous research. These results are particularly remarkable considering the simplicity of the experiment and the fact that the generated test code did not undergo human analysis.",https://scispace.com/paper/an-initial-investigation-of-chatgpt-unit-test-generation-skg0tmwx1w,2023,Book,"","Vitor Guilherme
A. M. R. Vincenzi",10.1145/3624032.3624035,"","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses OpenAI LLM to auto‑generate Java unit tests and reports line coverage, mutation score, and execution success. Varies API parameters but lacks detailed prompting methods. Employs a single LLM without multi‑model comparison."
"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models","Regression testing ensures that code changes do not unintentionally break existing functionality. While recent advances in large language models (LLMs) have shown promise in automating test generation for regression testing, they often suffer from limited reasoning about program execution, resulting in stagnated coverage growth - a phenomenon known as the coverage plateau. In this paper, we present TestWeaver, a novel LLM-based approach that integrates lightweight program analysis to guide test generation more effectively. TestWeaver introduces three key innovations: (1) it reduces hallucinations and improves focus by supplying the LLM with the backward slice from the target line instead of full program context; (2) it identifies and incorporates close test cases - those that share control-flow similarities with the path to the target line - to provide execution context within the LLM's context window; and (3) it enhances LLM's reasoning with execution in-line annotations that encode variable states as comments along executed paths. By equipping LLMs with these targeted and contextualized inputs, TestWeaver improves coverage-guided test generation and mitigates redundant explorations. Empirical results demonstrate that TestWeaver accelerates code coverage growth and generates more effective regression test cases than existing LLM-based approaches.",https://scispace.com/paper/testweaver-execution-aware-feedback-driven-regression-tcxoflsux875,2025,Journal Article,arXiv.org,"Cuong Chi Le
Cuong Duc Van
Tung Duy Vu
Thai Minh Pham Vu
H. N. Phan
H. N. Phan
Tien N. Nguyen",10.48550/arxiv.2508.01255,https://scispace.compdf/testweaver-execution-aware-feedback-driven-regression-tcxoflsux875.pdf,"- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses LLM with execution‑aware prompts to generate regression tests, provides coverage and fault‑detection metrics, but does not discuss single vs multi‑model setups."
Evaluating and improving chatgpt for unit test generation,"Unit testing plays an essential role in detecting bugs in functionally-discrete program units (e.g., methods). Manually writing high-quality unit tests is time-consuming and laborious. Although the traditional techniques are able to generate tests with reasonable coverage, they are shown to exhibit low readability and still cannot be directly adopted by developers in practice. Recent work has shown the large potential of large language models (LLMs) in unit test generation. By being pre-trained on a massive developer-written code corpus, the models are capable of generating more human-like and meaningful test code. In this work, we perform the first empirical study to evaluate the capability of ChatGPT (i.e., one of the most representative LLMs with outstanding performance in code generation and comprehension) in unit test generation. In particular, we conduct both a quantitative analysis and a user study to systematically investigate the quality of its generated tests in terms of correctness, sufficiency, readability, and usability. We find that the tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures (mostly caused by incorrect assertions); but the passing tests generated by ChatGPT almost resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we further propose ChatTester, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTester incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTester by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT. In addition to ChatGPT, we further investigate the generalization capabilities of ChatTester by applying it to two recent open-source LLMs (i.e., CodeLLama-Instruct and CodeFuse) and our results show that ChatTester can also improve the quality of tests generated by these LLMs. ",https://scispace.com/paper/evaluating-and-improving-chatgpt-for-unit-test-generation-1k60aqfjsf,2024,Journal Article,"","Zhiqiang Yuan
Mingwei Liu
Shoucheng Ding
Kaixin Wang
Y. Chen
Xin Peng
Yiling Lou",10.1145/3660783,https://dl.acm.org/doi/pdf/10.1145/3660783,"- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT to build ChatTester, a dedicated test generation system; provides extensive quantitative evaluation (coverage, compilation, readability) showing effectiveness. Explores prompting via iterative refinement and tests multiple LLMs, lacking deep multi‑model ensemble analysis."
"System Test Case Design from Requirements Specifications: Insights and
  Challenges of Using ChatGPT","System testing is essential in any software development project to ensure that the final products meet the requirements. Creating comprehensive test cases for system testing from requirements is often challenging and time-consuming. This paper explores the effectiveness of using Large Language Models (LLMs) to generate test case designs from Software Requirements Specification (SRS) documents. In this study, we collected the SRS documents of five software engineering projects containing functional and non-functional requirements, which were implemented, tested, and delivered by respective developer teams. For generating test case designs, we used ChatGPT-4o Turbo model. We employed prompt-chaining, starting with an initial context-setting prompt, followed by prompts to generate test cases for each use case. We assessed the quality of the generated test case designs through feedback from the same developer teams as mentioned above. Our experiments show that about 87 percent of the generated test cases were valid, with the remaining 13 percent either not applicable or redundant. Notably, 15 percent of the valid test cases were previously not considered by developers in their testing. We also tasked ChatGPT with identifying redundant test cases, which were subsequently validated by the respective developers to identify false positives and to uncover any redundant test cases that may have been missed by the developers themselves. This study highlights the potential of leveraging LLMs for test generation from the Requirements Specification document and also for assisting developers in quickly identifying and addressing redundancies, ultimately improving test suite quality and efficiency of the testing procedure. ",https://scispace.com/paper/system-test-case-design-from-requirements-specifications-5olbeufd2mva,2024,Journal Article,"","S. N. Bhatia
Tarushi Gandhi
Dhruv Kumar
Pankaj Jalote",10.48550/arxiv.2412.03693,https://scispace.compdf/system-test-case-design-from-requirements-specifications-5olbeufd2mva.pdf,"- **Relevance Score:** 77/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT to generate system test cases from SRS, refines prompts, evaluates redundancy and false positives, discusses limitations; lacks multi‑model comparison and open‑source release."
ChatUniTest: a ChatGPT-based automated unit test generation tool,"Unit testing is a crucial, yet often tedious and time-consuming task. To relieve developers from this burden, automated unit test generation techniques are developed. Existing automated unit test generation tools, such as program-analysis-based tools like EvoSuite and Randoop, lack program comprehension, resulting in unit tests with poor readability and limited assertions. Language-model-based tools, such as AthenaTest and A3Test, have limitations in the generation of correct unit tests. In this paper, we introduce ChatUniTest, a ChatGPT-based automated unit test generation tool developed under the Generation-Validation-Repair framework. ChatUniTest generates tests by parsing the project, extracting essential information, and creating an adaptive focal context that includes the focal method and its dependencies within the pre-defined maximum prompt token limit. The context is incorporated into a prompt and subsequently submitted to ChatGPT. Once ChatGPT's response is received, ChatUniTest proceeds to extract the raw test from the response. It then validates the test and employs rule-based repair to fix syntactic and simple compile errors, followed by ChatGPT-based repair to address challenging errors. Our rigorous evaluation demonstrates that ChatUniTest outperforms EvoSuite in branch and line coverage, surpasses AthenaTest and A3Test in focal method coverage, and effectively generates assertions while utilizing mock objects and reflection to achieve test objectives.",https://scispace.com/paper/chatunitest-a-chatgpt-based-automated-unit-test-generation-1axirgnf,2023,Journal Article,arXiv.org,"Zhuo-Qi Xie
Ying-Liang Chen
Chen Zhi
Shuguang Deng
Jianwei Yin",10.48550/arXiv.2305.04764,"","- **Relevance Score:** 75/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT to generate unit tests, designs adaptive prompts, reports coverage metrics versus EvoSuite and other LLM tools, but lacks detailed prompting methods and multi‑model analysis."
"No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test
  Generation","Unit testing is essential in detecting bugs in functionally-discrete program units. Manually writing high-quality unit tests is time-consuming and laborious. Although traditional techniques can generate tests with reasonable coverage, they exhibit low readability and cannot be directly adopted by developers. Recent work has shown the large potential of large language models (LLMs) in unit test generation, which can generate more human-like and meaningful test code. ChatGPT, the latest LLM incorporating instruction tuning and reinforcement learning, has performed well in various domains. However, It remains unclear how effective ChatGPT is in unit test generation. In this work, we perform the first empirical study to evaluate ChatGPT's capability of unit test generation. Specifically, we conduct a quantitative analysis and a user study to systematically investigate the quality of its generated tests regarding the correctness, sufficiency, readability, and usability. The tests generated by ChatGPT still suffer from correctness issues, including diverse compilation errors and execution failures. Still, the passing tests generated by ChatGPT resemble manually-written tests by achieving comparable coverage, readability, and even sometimes developers' preference. Our findings indicate that generating unit tests with ChatGPT could be very promising if the correctness of its generated tests could be further improved. Inspired by our findings above, we propose ChatTESTER, a novel ChatGPT-based unit test generation approach, which leverages ChatGPT itself to improve the quality of its generated tests. ChatTESTER incorporates an initial test generator and an iterative test refiner. Our evaluation demonstrates the effectiveness of ChatTESTER by generating 34.3% more compilable tests and 18.7% more tests with correct assertions than the default ChatGPT. ",https://scispace.com/paper/no-more-manual-tests-evaluating-and-improving-chatgpt-for-mee9qzh2,2023,Posted Content,"","",10.48550/arxiv.2305.04207,https://scispace.com/pdf/no-more-manual-tests-evaluating-and-improving-chatgpt-for-mee9qzh2.pdf,"- **Relevance Score:** 75/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT as the central engine for automatic unit test creation, designs prompting techniques to guide test synthesis, and reports coverage and fault‑detection metrics; does not explore multi‑model ensembles."
Automatic Generation of Test Cases based on Bug Reports: a Feasibility Study with Large Language Models,"Software testing is a core discipline in software engineering where a large array of research results has been produced, notably in the area of automatic test generation. Because existing approaches produce test cases that either can be qualified as simple (e.g. unit tests) or that require precise specifications, most testing procedures still rely on test cases written by humans to form test suites. Such test suites, however, are incomplete: they only cover parts of the project or they are produced after the bug is fixed. Yet, several research challenges, such as automatic program repair, and practitioner processes, build on the assumption that available test suites are sufficient. There is thus a need to break existing barriers in automatic test case generation. While prior work largely focused on random unit testing inputs, we propose to consider generating test cases that realistically represent complex user execution scenarios, which reveal buggy behaviour. Such scenarios are informally described in bug reports, which should therefore be considered as natural inputs for specifying bug-triggering test cases. In this work, we investigate the feasibility of performing this generation by leveraging large language models (LLMs) and using bug reports as inputs. Our experiments include the use of ChatGPT, as an online service, as well as CodeGPT, a code-related pre-trained LLM that was fine-tuned for our task. Overall, we experimentally show that bug reports associated to up to 50% of Defects4J bugs can prompt ChatGPT to generate an executable test case. We show that even new bug reports can indeed be used as input for generating executable test cases. Finally, we report experimental results which confirm that LLM-generated test cases are immediately useful in software engineering tasks such as fault localization as well as patch validation in automated program repair.",https://scispace.com/paper/automatic-generation-of-test-cases-based-on-bug-reports-a-47f5u0ttb6,2023,Journal Article,arXiv.org,"Laura Plein
Wendkuuni C. Ou'edraogo
Jacques Klein
Tegawend'e F. Bissyand'e",10.48550/arxiv.2310.06320,https://scispace.compdf/automatic-generation-of-test-cases-based-on-bug-reports-a-47f5u0ttb6.pdf,"- **Relevance Score:** 75/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ChatGPT and fine‑tuned CodeGPT to translate bug reports into Java tests; discusses basic prompt design but lacks detailed prompting methods; reports executability and statistical metrics for generated tests; mentions both ChatGPT and CodeGPT but does not explicitly compare single‑ vs multi‑model architectures."
Automated Unit Test Generation for the Google Test Framework Using Large Language Models: An Industrial Case Study,"",https://scispace.com/paper/qurA5ciYJ74J,"","","",A Lundberg,"",https://www.diva-portal.org/smash/get/diva2:1884076/FULLTEXT01.pdf,"- **Relevance Score:** 75/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses an LLM to automatically generate Google Test unit tests and evaluates them on an industrial codebase, reporting coverage and fault detection. Mentions prompts but lacks detailed strategy. Focuses on a single LLM without explicit multi‑model comparison."
