Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
"Ensemble Learning, Social Choice and Collective Intelligence","- **Relevance Score:** 3/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses social‑choice aggregation methods to compare ensemble performance experimentally; lacks formal bias‑variance analysis, diversity theory, MoE treatment, uncertainty quantification, or proven superiority conditions. Briefly connects to collective intelligence concepts.",https://scispace.com/paper/ensemble-learning-social-choice-and-collective-intelligence-509fza09cd,2020,Book Chapter,Modeling Decisions for Artificial Intelligence,"Andrea Campagner
Davide Ciucci
Federico Cabitza",10.1007/978-3-030-57524-3_5,"","Ensemble learning provides a theoretically well-founded approach to address the bias-variance trade-off by combining many learners to obtain an aggregated model with reduced bias or variance. This same idea of extracting knowledge from the predictions or choices of individuals has been also studied under different perspectives in the domains of social choice theory and collective intelligence. Despite this similarity, there has been little research comparing and relating the aggregation strategies proposed in these different domains. In this article, we aim to bridge the gap between these disciplines by means of an experimental evaluation, done on a set of standard datasets, of different aggregation criteria in the context of the training of ensembles of decision trees. We show that a social-science method known as surprisingly popular decision and the three-way reduction, achieve the best performance, while both bagging and boosting outperform social choice-based Borda and Copeland methods."
Ensemble learning in machine learning: Integrating multiple models for improved predictions,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of bagging, boosting, stacking, and applications, but lacks formal analysis, proofs, or theoretical treatment of bias‑variance, diversity, MoE, uncertainty, or superiority conditions.",https://scispace.com/paper/ensemble-learning-in-machine-learning-integrating-multiple-e4ydzpjt48,2018,Journal Article,International journal of applied research,"DK Sharma
Arun Garg
Anup Kumar",10.22271/allresearch.2018.v4.i7a.11443,"","In the rapidly evolving landscape of machine learning, the pursuit of enhancing predictive accuracy and robustness has led to the prominence of ensemble learning methodologies. This paper explores the paradigm of ensemble learning, a sophisticated approach that amalgamates diverse predictive models to yield superior and more reliable outcomes than individual models. The fundamental premise behind ensemble learning lies in the synergistic integration of multiple models, each possessing unique strengths and perspectives, to collectively outperform the limitations inherent in standalone models. Ensemble learning operates on the principle that the aggregation of predictions from diverse models can mitigate individual biases and uncertainties, ultimately resulting in a more accurate and stable predictive framework. This paper provides a comprehensive overview of various ensemble learning techniques, including bagging, boosting, and stacking, elucidating their underlying mechanisms and showcasing their efficacy in different scenarios. The discussion encompasses the theoretical underpinnings of ensemble methods, shedding light on how diversity among constituent models contributes to the overall ensemble's superior predictive performance. The exploration extends to real-world applications of ensemble learning across diverse domains, emphasizing instances where conventional single-model approaches fall short. Through case studies and empirical evidence, the paper underscores the versatility of ensemble learning in addressing complex challenges, from classification and regression problems to outlier detection and pattern recognition. Moreover, the paper delves into the intricacies of model selection, highlighting the importance of carefully curating an ensemble of models with complementary strengths. The concept of model diversity, both in terms of algorithmic variance and data representation, emerges as a pivotal factor influencing the success of ensemble learning endeavors. "
Adaptive Multi-Layer Ensemble Learning (AMEL) for Robust and Accurate Predictive Modelling in Big Data Analytics,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on empirical performance of AMEL, lacking formal bias‑variance analysis, diversity‑accuracy theory, MoE foundations, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/adaptive-multi-layer-ensemble-learning-amel-for-robust-and-7nn6sdy1xp3v,2024,Journal Article,"",P. Saminathan,10.1109/icicec62498.2024.10808711,"","The rapid expansion of data in various domains necessitates advanced analytics techniques to derive meaningful insights and make informed decisions. This paper presents a novel approach named Adaptive Multi-Layer Ensemble Learning (AMEL) for improving the accuracy and robustness of predictive models in big data analytics. AMEL leverages a multi-layer architecture that dynamically integrates diverse machine learning algorithms through adaptive weighting mechanisms to address issues of model bias and variance. Our approach is evaluated on three large-scale datasets from healthcare, finance, and social media domains. The experimental results demonstrate that AMEL achieves a 5-10% improvement in prediction accuracy compared to traditional ensemble methods such as Bagging and Boosting. Furthermore, AMEL exhibits enhanced stability and robustness in the presence of noisy and imbalanced data, as evidenced by a 15% reduction in prediction variance and a 20% improvement in F1 scores on average across the datasets. The proposed AMEL framework not only advances the state-of-the-art in ensemble learning but also provides a scalable and adaptable solution for complex data analytics tasks. These findings underscore the potential of AMEL to significantly improve decision-making processes in various high-impact sectors."
Mixtures of Heterogeneous Experts,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides empirical evaluation of heterogeneous expert ensembles without formal bias‑variance analysis, diversity‑accuracy theory, MoE gating theory, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/mixtures-of-heterogeneous-experts-rgrn3fn25e,2020,Proceedings Article,International Conference on Intelligent Systems,"Callum Parton
Andries P. Engelbrecht",10.1145/3396474.3396484,"","No single machine learning algorithm is most accurate for all problems due to the effect of an algorithm's inductive bias. Research has shown that a combination of experts of the same type, referred to as a mixture of homogeneous experts, can increase the accuracy of ensembles by reducing the adverse effect of an algorithm's inductive bias. However, the predictive power of a mixture of homogeneous experts is still limited by the inductive bias of the algorithm that makes up the mixture. For this reason, combinations of different machine learning algorithms, referred to as a mixture of heterogeneous experts, has been proposed to take advantage of the strengths of different machine learning algorithms and to reduce the adverse effects of the inductive biases of these algorithms. This paper presents a mixture of heterogeneous experts, and evaluates its performance to that of a number of mixtures of homogeneous experts on a set of classification problems. The results indicate that a mixture of heterogeneous experts aggregates the advantages of experts, increasing the accuracy of predictions. The mixture of heterogeneous experts not only outperformed all homogeneous ensembles on two of the datasets, but also achieved the best overall accuracy rank across the various datasets."
Empirical Assessment of Ensemble based Approaches to Classify Imbalanced Data in Binary Classification,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Empirical study of ensemble methods for imbalanced binary data; focuses on experimental performance and statistical tests, lacking formal theory, proofs, or uncertainty analysis.",https://scispace.com/paper/empirical-assessment-of-ensemble-based-approaches-to-1fh7kkqqyx,2019,Journal Article,International Journal of Advanced Computer Science and Applications,"Prabhjot Kaur
Anjana Gosain",10.14569/IJACSA.2019.0100307,https://scispace.com/pdf/empirical-assessment-of-ensemble-based-approaches-to-1fh7kkqqyx.pdf,"Classifying imbalanced data with traditional classifiers is a huge challenge now-a-days. Imbalance data is a situation wherein the ratio of data within classes is not same. Many real life situations deal with such problems e.g. Web spam detection, Credit card frauds, and Fraudulent telephone calls. The problem exists everywhere when our objective is to identify exceptional cases. The problem is handled by researchers either by modifying the existing classifications methods or by developing new methods. This paper review ensemble based approaches (Boosting and Bagging based) designed to address imbalance in classes by focusing on binary classification. We compared 6 Boosting based, 7 Bagging based and 2 hybrid ensembles for their performance in imbalance domain. We use KEEL tool to evaluate the performance of these methods by implementing the methods on seven imbalance data having class imbalance ratio from 1.82 to as high as 129.44. Area Under the curve (AUC) parameter is recorded as the performance metric. We also statistically analyzed the methods using Friedman rank test and Wilcoxon Matched Pair signed rank test to strengthen the visual interpretations. After analysis, it is proved that RusBoost ensemble outperformed every other ensemble in the imbalanced data situations."
imDC: an ensemble learning method for imbalanced classification with miRNA data.,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on practical ensemble for imbalanced miRNA data; lacks formal bias‑variance analysis, diversity‑accuracy theory, MoE treatment, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/imdc-an-ensemble-learning-method-for-imbalanced-1tboi5cmue,2015,Journal Article,Genetics and Molecular Research,"Chunyu Wang
L.L. Hu
Meng Guo
Xiangrong Liu
Quan Zou",10.4238/2015.JANUARY.15.15,https://scispace.com/pdf/imdc-an-ensemble-learning-method-for-imbalanced-1tboi5cmue.pdf,"Imbalances typically exist in bioinformatics and are also common in other areas. A drawback of traditional machine learning methods is the relatively little attention given to small sample classification. Thus, we developed imDC, which uses an ensemble learning concept in combination with weights and sample misclassification information to effectively classify imbalanced data. Our method showed better results when compared to other algorithms with UCI machine learning datasets and microRNA data."
Ensemble feature selection for high-dimensional data: a stability analysis across multiple domains,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on empirical stability gains of feature‑selection ensembles; lacks formal bias‑variance, diversity‑accuracy, MoE, uncertainty, or superiority condition analyses.",https://scispace.com/paper/ensemble-feature-selection-for-high-dimensional-data-a-2weq7ug4x4,2020,Journal Article,Neural Computing and Applications,Barbara Pes,10.1007/S00521-019-04082-3,https://scispace.com/pdf/ensemble-feature-selection-for-high-dimensional-data-a-2weq7ug4x4.pdf,"Selecting a subset of relevant features is crucial to the analysis of high-dimensional datasets coming from a number of application domains, such as biomedical data, document and image analysis. Since no single selection algorithm seems to be capable of ensuring optimal results in terms of both predictive performance and stability (i.e. robustness to changes in the input data), researchers have increasingly explored the effectiveness of “ensemble” approaches involving the combination of different selectors. While interesting proposals have been reported in the literature, most of them have been so far evaluated in a limited number of settings (e.g. with data from a single domain and in conjunction with specific selection approaches), leaving unanswered important questions about the large-scale applicability and utility of ensemble feature selection. To give a contribution to the field, this work presents an empirical study which encompasses different kinds of selection algorithms (filters and embedded methods, univariate and multivariate techniques) and different application domains. Specifically, we consider 18 classification tasks with heterogeneous characteristics (in terms of number of classes and instances-to-features ratio) and experimentally evaluate, for feature subsets of different cardinalities, the extent to which an ensemble approach turns out to be more robust than a single selector, thus providing useful insight for both researchers and practitioners."
Multi-layer heterogeneous ensemble with classifier and feature selection,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on designing a multi‑layer heterogeneous ensemble and empirical comparisons; lacks formal bias‑variance analysis, diversity‑accuracy theory, MoE treatment, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/multi-layer-heterogeneous-ensemble-with-classifier-and-14mm4tw7v7,2020,Proceedings Article,Genetic and Evolutionary Computation Conference,"Tien Thanh Nguyen
Nang Van Pham
Manh Truong Dang
Anh Vu Luong
John McCall
Alan Wee-Chung Liew",10.1145/3377930.3389832,https://scispace.com/pdf/multi-layer-heterogeneous-ensemble-with-classifier-and-14mm4tw7v7.pdf,"Deep Neural Networks have achieved many successes when applying to visual, text, and speech information in various domains The crucial reasons behind these successes are the multi-layer architecture and the in-model feature transformation of deep learning models These design principles have inspired other sub-fields of machine learning including ensemble learning In recent years, there are some deep homogenous ensemble models introduced with a large number of classifiers in each layer These models, thus, require a costly computational classification Moreover, the existing deep ensemble models use all classifiers including unnecessary ones which can reduce the predictive accuracy of the ensemble In this study, we propose a multi-layer ensemble learning framework called MUlti-Layer heterogeneous Ensemble System (MULES) to solve the classification problem The proposed system works with a small number of heterogeneous classifiers to obtain ensemble diversity, therefore being efficiency in resource usage We also propose an Evolutionary Algorithm-based selection method to select the subset of suitable classifiers and features at each layer to enhance the predictive performance of MULES The selection method uses NSGA-II algorithm to optimize two objectives concerning classification accuracy and ensemble diversity Experiments on 33 datasets confirm that MULES is better than a number of well-known benchmark algorithms"
Ensemble learning methods for decision making: Status and future prospects,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review discusses ensemble challenges, diversity importance, and lack of formal definitions, but provides no theoretical analysis, proofs, or formal conditions for bias‑variance, MoE, uncertainty, or superiority.",https://scispace.com/paper/ensemble-learning-methods-for-decision-making-status-and-514kgkxjm3,2015,Proceedings Article,International Conference on Machine Learning and Cybernetics,"Shahid Ali
Sreenivas Sremath Tirumala
Abdolhossein Sarrafzadeh",10.1109/ICMLC.2015.7340924,https://scispace.com/pdf/ensemble-learning-methods-for-decision-making-status-and-514kgkxjm3.pdf,"In real world situations every model has some weaknesses and will make errors on training data. Given the fact that each model has certain limitations, the aim of ensemble learning is to supervise their strengths and weaknesses, leading to best possible decision in general. Ensemble based machine learning is a solution of minimizing risk in decision making. Bagging, boosting, stacked generalization and mixture of expert methods are the most popular techniques to construct ensemble systems. For the purpose of combining outputs of class labels, weighted majority voting, behaviour knowledge space and border count methods are used to construct independent classifiers and to achieve diversity among the classifiers which is important in ensemble learning. It was found that an ideal ensemble method should work on the principal of achieving six paramount characteristics of ensemble learning; accuracy, scalability, computational cost, usability, compactness and speed of classification. In addition, the ideal ensemble method would be able to handle large huge image size and long term historical data particularly of spatial and temporal. In this paper we reveal that ensemble models have obtained high acceptability in terms of accuracy than single models. Further, we present an analogy of various ensemble techniques, their applicability, measuring the solution diversity, challenges and proposed methods to overcome these challenges without diverting from the original concepts."
Heterogeneous Ensemble Deep Learning Model for Enhanced Arabic Sentiment Analysis,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on applying a heterogeneous deep‑learning ensemble to Arabic sentiment analysis; lacks formal theory, bias‑variance analysis, diversity‑accuracy proofs, MoE treatment, uncertainty quantification, or conditions guaranteeing ensemble superiority.",https://scispace.com/paper/heterogeneous-ensemble-deep-learning-model-for-enhanced-23imgmi4,2022,Journal Article,Sensors,"Hager Saleh
Sherif Mostafa
Abdullah I. Alharbi
Shaker El-Sappagh
Tamim Alkhalifah",10.3390/s22103707,https://scispace.com/pdf/heterogeneous-ensemble-deep-learning-model-for-enhanced-23imgmi4.pdf,"Sentiment analysis was nominated as a hot research topic a decade ago for its increasing importance in analyzing the people’s opinions extracted from social media platforms. Although the Arabic language has a significant share of the content shared across social media platforms, its content’s sentiment analysis is still limited due to its complex morphological structures and the varieties of dialects. Traditional machine learning and deep neural algorithms have been used in a variety of studies to predict sentiment analysis. Therefore, a need of changing current mechanisms is required to increase the accuracy of sentiment analysis prediction. This paper proposed an optimized heterogeneous stacking ensemble model for enhancing the performance of Arabic sentiment analysis. The proposed model combines three different of pre-trained Deep Learning (DL) models: Recurrent Neural Network (RNN), Long Short-Term Memory (LSTM), Gated Recurrent Unit (GRU) in conjunction with three meta-learners Logistic Regression (LR), Random Forest (RF), and Support Vector Machine (SVM) in order to enhance model’s performance for predicting Arabic sentiment analysis. The performance of the proposed model with RNN, LSTM, GRU, and the five regular ML techniques: Decision Tree (DT), LR, K-Nearest Neighbor (KNN), RF, and Naive Bayes (NB) are compared using three benchmarks Arabic dataset. Parameters of Machine Learning (ML) and DL are optimized using Grid search and KerasTuner, respectively. Accuracy, precision, recall, and f1-score were applied to evaluate the performance of the models and validate the results. The results show that the proposed ensemble model has achieved the best performance for each dataset compared with other models."
Learning How to Learn: Meta Learning Approach to Improve Deep Learning,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses meta‑learning discussion and describes ensemble methods like bagging, but lacks formal bias‑variance analysis, diversity‑accuracy theory, MoE treatment, uncertainty bounds, or proven superiority conditions.",https://scispace.com/paper/learning-how-to-learn-meta-learning-approach-to-improve-deep-46urk6czdz,2020,Journal Article,International journal of engineering research and technology,"Ashish Kr. Chakraverti
Sugandha Chakraverti
Yashpal Singh","",https://scispace.com/pdf/learning-how-to-learn-meta-learning-approach-to-improve-deep-46urk6czdz.pdf,"Meta-Learning describes the abstraction to designing more elevated level components associated with preparing Deep Neural Networks. The expression \""MetaLearning\"" is tossed around in Deep Learning writing often referencing \""AutoML\"", \""Few-Shot Learning\"", or \""Neural Architecture Search\"" when in reference to the robotized design of neural system architectures. Rising up out of entertainingly titled papers such as \""Figuring out how to learn by inclination descent by slope descent\"", the success of OpenAI's rubik's solid shape mechanical hand demonstrates the development of the thought. Meta-Learning is the most promising worldview to propel the state-of-the-craft of Deep Learning and Artificial"
Metalearning in Ensemble Methods,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Descriptive overview of metalearning for ensemble selection; lacks formal bias‑variance analysis, diversity‑accuracy proofs, MoE theory, uncertainty quantification, or rigorous conditions for ensemble advantage.",https://scispace.com/paper/metalearning-in-ensemble-methods-1vo4dyah,2022,Book Chapter,"","Pavel Brazdil
Jan N. van Rijn
Carlos Soares
Joaquin Vanschoren",10.1007/978-3-030-67024-5_10,https://scispace.com/pdf/metalearning-in-ensemble-methods-1vo4dyah.pdf,"Abstract This chapter discusses some approaches that exploit metalearning methods in ensemble learning. It starts by presenting a set of issues, such as the ensemble method used, which affect the process of ensemble learning and the resulting ensemble. In this chapter we discuss various lines of research that were followed. Some approaches seek an ensemble-based solution for the whole dataset, others for individual instances. Regarding the first group, we focus on metalearning in the construction, pruning and integration phase. Modeling the interdependence of models plays an important part in this process. In the second group, the dynamic selection of models is carried out for each instance. A separate section is dedicated to hierarchical ensembles and some methods used in their design. As this area involves potentially very large configuration spaces, recourse to advanced methods, including metalearning, is advantageous. It can be exploited to define the competence regions of different models and the dependencies between them. "
Ensemble multifeatured deep learning models and applications: A survey,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey summarizes applications and challenges but lacks formal analyses, proofs, or theoretical derivations required by the criteria.",https://scispace.com/paper/ensemble-multifeatured-deep-learning-models-and-applications-330auaidmd,"",Journal Article,IEEE Access,"Satheesh Abimannan
El-Sayed M. El-Alfy
Yue-Shan Chang
Shahid Hussain
Saurabh Shukla
Dhivyadharsini Satheesh",10.1109/access.2023.3320042,https://ieeexplore.ieee.org/iel7/6287639/6514899/10265042.pdf,"Ensemble multifeatured deep learning methodology has emerged as a powerful approach to overcome the limitations of single deep learning models in terms of generalization, robustness, and performance. This survey provides an extended review of ensemble multifeatured deep learning models, and their applications, challenges, and future directions. We explore potential applications of these models across various domains, including computer vision, medical imaging, natural language processing, and speech recognition. By combining the strengths of multiple models and features, ensemble multifeatured deep learning models have demonstrated improved performance and adaptability in diverse problem settings. We also discuss the challenges associated with these models, such as model interpretability, computational complexity, ensemble model selection, adversarial robustness, and personalized and federated learning. This survey highlights recent advancements in addressing these challenges and emphasizes the importance of continued research in tackling these issues to enable widespread adoption of ensemble multifeatured deep learning models. It provides an outlook on future research directions, focusing on the development of new algorithms, frameworks, and hardware architectures that can efficiently handle the large-scale computations required by these models. Moreover, it underlines the need for a better understanding of the trade-offs between model complexity, accuracy, and computational resources to optimize the design and deployment of ensemble multifeatured deep learning models. "
"Addressing Complexities of Machine Learning in Big Data: Principles, Trends and Challenges from Systematical Perspectives","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey discusses ensemble concepts and practical tools (e.g., XGBoost, Auto-sklearn) but lacks formal bias‑variance analysis, diversity‑accuracy proofs, MoE theory, uncertainty quantification, or rigorous conditions for ensemble superiority.",https://scispace.com/paper/addressing-complexities-of-machine-learning-in-big-data-49fu3ye639,2017,Posted Content,"","Wang Q
Zhao X
Huang J
Yanghe Feng
Liu Z
Su J
Luo Z
Cheng G",10.20944/PREPRINTS201710.0076.V1,https://scispace.com/pdf/addressing-complexities-of-machine-learning-in-big-data-49fu3ye639.pdf,"The concept of ‘big data’ has been widely discussed, and its value has been illuminated throughout a variety of domains. To quickly mine potential values and alleviate the ever-increasing volume of information, machine learning is playing an increasingly important role and faces more challenges than ever. Because few studies exist regarding how to modify machine learning techniques to accommodate big data environments, we provide a comprehensive overview of the history of the evolution of big data, the foundations of machine learning, and the bottlenecks and trends of machine learning in the big data era. More specifically, based on learning principals, we discuss regularization to enhance generalization. The challenges of quality in big data are reduced to the curse of dimensionality, class imbalances, concept drift and label noise, and the underlying reasons and mainstream methodologies to address these challenges are introduced. Learning model development has been driven by domain specifics, dataset complexities, and the presence or absence of human involvement. In this paper, we propose a robust learning paradigm by aggregating the aforementioned factors. Over the next few decades, we believe that these perspectives will lead to novel ideas and encourage more studies aimed at incorporating knowledge and establishing data-driven learning systems that involve both data quality considerations and human interactions."
Getting MoRE out of Mixture of Language Model Reasoning Experts,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Empirical MoRE framework with no formal bias‑variance analysis, diversity‑accuracy proofs, theoretical MoE treatment, uncertainty quantification, or proven ensemble superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2305.14628v2,2023,Preprint,"","Chenglei Si
Weijia Shi
Chen Zhao
Luke Zettlemoyer
Jordan Boyd-Graber","",http://arxiv.org/pdf/2305.14628v2,"While recent large language models (LLMs) improve on various question
answering (QA) datasets, it remains difficult for a single model to generalize
across question types that require distinct reasoning abilities. We provide
empirical evidence that state-of-the-art LLMs suffer from poor generalizability
on reasoning types beyond those seen in the prompt. To remedy this, we propose
a Mixture-of-Reasoning-Experts (MoRE) framework that ensembles diverse
specialized language models. We specialize the backbone language model with
prompts optimized for different reasoning categories, including factual,
multihop, mathematical, and commonsense reasoning. Our key insight is to
leverage agreement among the specialized experts to select the best answer for
each question, or to abstain from answering. This gives MoRE higher accuracy
than any single specialized model on a collection of 12 QA datasets from four
reasoning types. Beyond generalizability, the interpretable design of MoRE
improves selective question answering results compared to baselines without
incorporating inter-expert agreement. This framework is also more interpretable
and useful to human consumers of QA outputs. Our human study confirms that
presenting expert predictions and the answer selection process helps annotators
more accurately calibrate when to trust the system's output. We release all
code and data to facilitate future work."
"More Is Better: A MoE-Based Emotion Recognition Framework with Human
  Preference Alignment","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on practical MoE system, pseudo‑labeling, voting ensemble; lacks formal analysis, proofs, or theoretical treatment of bias‑variance, diversity, uncertainty, or ensemble superiority.",https://scispace.com/paper/http://arxiv.org/abs/2508.06036v1,2025,Preprint,"","Jun Xie
Yingjian Zhu
Feng Chen
Zhenghao Zhang
Xiaohui Fan
Hongzhu Yi
Xinming Wang
Chen Yu
Yue Bi
Zhaoran Zhao
Xiongjun Guan
Zhepeng Wang",10.1145/3746270.3760215,http://arxiv.org/pdf/2508.06036v1,"In this paper, we present our solution for the semi-supervised learning track
(MER-SEMI) in MER2025. We propose a comprehensive framework, grounded in the
principle that ""more is better,"" to construct a robust Mixture of Experts (MoE)
emotion recognition system. Our approach integrates a diverse range of input
modalities as independent experts, including novel signals such as knowledge
from large Vision-Language Models (VLMs) and temporal Action Unit (AU)
information. To effectively utilize unlabeled data, we introduce a
consensus-based pseudo-labeling strategy, generating high-quality labels from
the agreement between a baseline model and Gemini, which are then used in a
two-stage training paradigm. Finally, we employ a multi-expert voting ensemble
combined with a rule-based re-ranking process to correct prediction bias and
better align the outputs with human preferences. Evaluated on the MER2025-SEMI
challenge dataset, our method achieves an F1-score of 0.8772 on the test set,
ranking 2nd in the track. Our code is available at
https://github.com/zhuyjan/MER2025-MRAC25."
A survey on ensemble learning for data stream classification,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey catalogues ensemble methods for data streams without formal bias‑variance analysis, diversity‑accuracy theory, MoE treatment, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/a-survey-on-ensemble-learning-for-data-stream-classification-52qb7hgjto,2017,Journal Article,ACM Computing Surveys,"Heitor Murilo Gomes
Jean Paul Barddal
Fabrício Enembreck
Albert Bifet",10.1145/3054925,https://www.researchgate.net/profile/Heitor-Murilo-Gomes/publication/315698712_A_Survey_on_Ensemble_Learning_for_Data_Stream_Classification/links/5a295dc2a6fdccfbbf814ef6/A-Survey-on-Ensemble-Learning-for-Data-Stream-Classification.pdf,"Ensemble-based methods are among the most widely used techniques for data stream classification. Their popularity is attributable to their good performance in comparison to strong single learners while being relatively easy to deploy in real-world applications. Ensemble algorithms are especially useful for data stream learning as they can be integrated with drift detection algorithms and incorporate dynamic updates, such as selective removal or addition of classifiers. This work proposes a taxonomy for data stream ensemble learning as derived from reviewing over 60 algorithms. Important aspects such as combination, diversity, and dynamic updates, are thoroughly discussed. Additional contributions include a listing of popular open-source tools and a discussion about current data stream research challenges and how they relate to ensemble learning (big data streams, concept evolution, feature drifts, temporal dependencies, and others)."
Ensemble deep learning: A review,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review surveys ensemble types, stresses diversity and base‑model quality, but provides no formal bias‑variance, MoE, uncertainty analysis or rigorous superiority proofs.",https://scispace.com/paper/ensemble-deep-learning-a-review-16rga6gz,2022,Journal Article,Engineering Applications of Artificial Intelligence,"",10.1016/j.engappai.2022.105151,https://scispace.com/pdf/ensemble-deep-learning-a-review-16rga6gz.pdf,""
RouterKT: Mixture-of-Experts for Knowledge Tracing,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on an empirical MoE architecture for knowledge tracing, lacking formal ensemble theory, bias‑variance analysis, diversity‑accuracy proofs, uncertainty quantification, or conditions guaranteeing ensemble superiority.",https://scispace.com/paper/http://arxiv.org/abs/2504.08989v3,2025,Preprint,"","Han Liao
Shuaishuai Zu","",http://arxiv.org/pdf/2504.08989v3,"Knowledge Tracing (KT) is a fundamental task in Intelligent Tutoring Systems
(ITS), which aims to model the dynamic knowledge states of students based on
their interaction histories. However, existing KT models often rely on a global
forgetting decay mechanism for capturing learning patterns, assuming that
students' performance is predominantly influenced by their most recent
interactions. Such approaches fail to account for the diverse and complex
learning patterns arising from individual differences and varying learning
stages. To address this limitation, we propose RouterKT, a novel
Mixture-of-Experts (MoE) architecture designed to capture heterogeneous
learning patterns by enabling experts to specialize in different patterns
without any handcrafted learning pattern bias such as forgetting decay.
Specifically, RouterKT introduces a \textbf{person-wise routing mechanism} to
effectively model individual-specific learning behaviors and employs
\textbf{multi-heads as experts} to enhance the modeling of complex and diverse
patterns. Comprehensive experiments on ten benchmark datasets demonstrate that
RouterKT exhibits significant flexibility and improves the performance of
various KT backbone models, with a maximum average AUC improvement of 3.29\%
across different backbones and datasets, outperforming other state-of-the-art
models. Moreover, RouterKT demonstrates consistently superior inference
efficiency compared to existing approaches based on handcrafted learning
pattern bias, highlighting its usability for real-world educational
applications. The source code is available at
https://github.com/ringotc/RouterKT.git."
"A Design Framework for operationalizing Trustworthy Artificial
  Intelligence in Healthcare: Requirements, Tradeoffs and Challenges for its
  Clinical Adoption","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Trustworthy AI design for healthcare; does not address ensemble learning theory, diversity, MoE, uncertainty, or related ensemble conditions.",https://scispace.com/paper/http://arxiv.org/abs/2504.19179v1,2025,Preprint,"","Pedro A. Moreno-Sánchez
Javier Del Ser
Mark van Gils
Jussi Hernesniemi",10.1016/j.inffus.2025.103812,http://arxiv.org/pdf/2504.19179v1,"Artificial Intelligence (AI) holds great promise for transforming healthcare,
particularly in disease diagnosis, prognosis, and patient care. The increasing
availability of digital medical data, such as images, omics, biosignals, and
electronic health records, combined with advances in computing, has enabled AI
models to approach expert-level performance. However, widespread clinical
adoption remains limited, primarily due to challenges beyond technical
performance, including ethical concerns, regulatory barriers, and lack of
trust. To address these issues, AI systems must align with the principles of
Trustworthy AI (TAI), which emphasize human agency and oversight, algorithmic
robustness, privacy and data governance, transparency, bias and discrimination
avoidance, and accountability. Yet, the complexity of healthcare processes
(e.g., screening, diagnosis, prognosis, and treatment) and the diversity of
stakeholders (clinicians, patients, providers, regulators) complicate the
integration of TAI principles. To bridge the gap between TAI theory and
practical implementation, this paper proposes a design framework to support
developers in embedding TAI principles into medical AI systems. Thus, for each
stakeholder identified across various healthcare processes, we propose a
disease-agnostic collection of requirements that medical AI systems should
incorporate to adhere to the principles of TAI. Additionally, we examine the
challenges and tradeoffs that may arise when applying these principles in
practice. To ground the discussion, we focus on cardiovascular diseases, a
field marked by both high prevalence and active AI innovation, and demonstrate
how TAI principles have been applied and where key obstacles persist."
